,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,valuation,funding,investors
352,Traveloka,$3B,2017-01-01,Travel,Jakarta,Indonesia,Asia,2012,$1B,"Global Founders Capital, East Ventures, Expedia Inc.",3000000000,1000000000,"['Global Founders Capital', ' East Ventures', ' Expedia Inc.']"
353,wefox,$3B,2019-03-05,Fintech,Berlin,Germany,Europe,2014,$919M,"Salesforce Ventures, Seedcamp, OMERS Ventures",3000000000,919000000,"['Salesforce Ventures', ' Seedcamp', ' OMERS Ventures']"
354,Wildlife Studios,$3B,2019-12-05,Other,Sao Paulo,Brazil,South America,2011,$180M,"Benchmark, Bessemer Venture Partners",3000000000,180000000,"['Benchmark', ' Bessemer Venture Partners']"
355,1047 Games,$2B,2021-09-14,Internet software & services,Zephyr Cove,United States,North America,2017,$127M,"VGames, Lakestar, Galaxy Interactive",2000000000,127000000,"['VGames', ' Lakestar', ' Galaxy Interactive']"
356,Baiwang,$2B,2019-03-25,Fintech,Beijing,China,Asia,2015,$224M,"Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital",2000000000,224000000,"['Guozhong Venture Capital Management', ' Shenzhen Capital Group', ' Oriental Fortune Capital']"
357,Boba,$2B,2022-04-05,Fintech,San Francisco,United States,North America,2018,$45M,"DeFi Technologies, Hypersphere Ventures, M13",2000000000,45000000,"['DeFi Technologies', ' Hypersphere Ventures', ' M13']"
358,Bought By Many,$2B,2021-06-01,Fintech,London,United Kingdom,Europe,2012,$477M,"Octopus Ventures, Munich Re Ventures, CommerzVentures",2000000000,477000000,"['Octopus Ventures', ' Munich Re Ventures', ' CommerzVentures']"
359,Cambridge Mobile Telematics,$2B,2018-12-19,Mobile & telecommunications,Cambridge,United States,North America,2010,$503M,SoftBank Group,2000000000,503000000,['SoftBank Group']
360,Carzone,$2B,2019-03-01,E-commerce & direct-to-consumer,Jiangsu,China,Asia,1995,$946M,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital",2000000000,946000000,"['Alibaba Group', 'Co-Stone Venture Capital', ' Buhuo Venture Capital']"
361,CFGI,$2B,2021-09-15,Fintech,Boston,United States,North America,2000,$19M,"The Carlyle Group, CVC Capital Partners",2000000000,19000000,"['The Carlyle Group', ' CVC Capital Partners']"
362,Cgtz,$2B,2017-02-21,Fintech,Hangzhou,China,Asia,2014,$536M,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2000000000,536000000,"['Shunwei Capital Partners', ' China Media Group', ' Guangzhou Huiyin Aofeng Equity Investment Fund']"
363,Changingedu,$2B,2017-10-30,Edtech,Shanghai,China,Asia,2014,$188M,"Trustbridge Partners, IDG Capital, Sequoia Capital China",2000000000,188000000,"['Trustbridge Partners', ' IDG Capital', ' Sequoia Capital China']"
364,eDaili,$2B,2019-02-01,E-commerce & direct-to-consumer,Shanghai,China,Asia,2015,$101M,"K2VC, Lightspeed China Partners, Sky9 Capital",2000000000,101000000,"['K2VC', ' Lightspeed China Partners', ' Sky9 Capital']"
365,ENOVATE,$2B,2019-04-15,Auto & transportation,Shanghai,China,Asia,2015,$1B,Automobile Industry Guidance Fund,2000000000,1000000000,['Automobile Industry Guidance Fund']
366,Fenbi Education,$2B,2021-02-07,Edtech,Beijing,China,Asia,2015,$390M,"Trustbridge Partners, Hony Capital, IDG Capital",2000000000,390000000,"['Trustbridge Partners', ' Hony Capital', ' IDG Capital']"
367,Hesai Tech,$2B,2020-08-01,Artificial Intelligence,Shanghai,China,Asia,2013,$717M,"Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners",2000000000,717000000,"['Lightspeed China Partners', ' Baidu Ventures', ' Qiming Venture Partners']"
368,Il Makiage,$2B,2022-01-10,E-commerce & direct-to-consumer,New York,United States,North America,2018,$29M,"L Catterton, Franklin Templeton, First Light Capital Group",2000000000,29000000,"['L Catterton', ' Franklin Templeton', ' First Light Capital Group']"
369,Iluvatar CoreX,$2B,2021-03-01,Hardware,Shanghai,China,Asia,2015,$186M,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital",2000000000,186000000,"['Centurium Capital', ' Cedarlake Capital', ' Unicom Innovation Venture Capital']"
370,Jusfoun Big Data,$2B,2018-07-09,Data management & analytics,Beijing,China,Asia,2010,$137M,"Boxin Capital, DT Capital Partners, IDG Capital",2000000000,137000000,"['Boxin Capital', ' DT Capital Partners', ' IDG Capital']"
371,Pagaya,$2B,2020-06-17,Fintech,Tel Aviv,Israel,Asia,2015,$417M,"Oak HC/FT Partners, GF Investments, Harvey Golub Family Office",2000000000,417000000,"['Oak HC/FT Partners', ' GF Investments', ' Harvey Golub Family Office']"
372,PolicyBazaar,$2B,2019-05-06,Fintech,Gurgaon,India,Asia,2008,$634M,"Info Edge, Softbank Capital",2000000000,634000000,"['Info Edge', ' Softbank Capital']"
373,Promasidor Holdings,$2B,2016-11-08,Consumer & retail,Bryanston,South Africa,Asia,1979,$556M,"IFC, Ajinomoto",2000000000,556000000,"['IFC', ' Ajinomoto']"
374,Tubatu.com,$2B,2015-03-09,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2008,$216M,"Sequoia Capital China, Matrix Partners China, 58.com",2000000000,216000000,"['Sequoia Capital China', ' Matrix Partners China', ' 58.com']"
375,Ximalaya FM,$2B,2017-09-22,Mobile & telecommunications,Shanghai,China,Asia,2012,$71M,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",2000000000,71000000,"['China Creation Ventures', ' Sierra Ventures', ' Xingwang Investment Management']"
376,HEYTEA,$2B,2019-07-01,Other,Shenzhen,China,Asia,2012,$594M,"Sequoia Capital China, Tencent Investment, BA Capital",2000000000,594000000,"['Sequoia Capital China', ' Tencent Investment', ' BA Capital']"
377,BGL Group,$2B,2017-11-24,Fintech,Peterborough,United Kingdom,Europe,1992,$696M,CPP Investment Board,2000000000,696000000,['CPP Investment Board']
378,Claroty,$2B,2021-06-17,Cybersecurity,New York,United States,North America,2015,$640M,"Bessemer Venture Partners, MoreVC, Team8",2000000000,640000000,"['Bessemer Venture Partners', ' MoreVC', ' Team8']"
379,Improbable,$2B,2017-05-11,Other,London,United Kingdom,Europe,2012,$754M,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",2000000000,754000000,"['Andreessen Horowitz', ' SoftBank Group', ' Temasek Holdings']"
380,InMobi,$2B,2014-12-02,Mobile & telecommunications,Bengaluru,India,Asia,2007,$221M,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",2000000000,221000000,"['Kleiner Perkins Caufield & Byers', ' Softbank Corp.', ' Sherpalo Ventures']"
381,MindMaze,$2B,2016-01-28,Health,Lausanne,Switzerland,Europe,2012,$340M,Hinduja Group,2000000000,340000000,['Hinduja Group']
382,Ninja Van,$2B,2021-09-27,"Supply chain, logistics, & delivery",Unknown,Singapore,Asia,2014,$975M,"B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution",2000000000,975000000,"['B Capital Group', "" Monk's Hill Ventures"", ' Dynamic Parcel Distribution']"
383,Pantheon Systems,$2B,2021-07-13,Internet software & services,San Francisco,United States,North America,2010,$200M,"Foundry Group, Scale Venture Partners, SoftBank Group",2000000000,200000000,"['Foundry Group', ' Scale Venture Partners', ' SoftBank Group']"
384,SellerX,$2B,2021-12-09,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2020,$766M,"Cherry Ventures, Felix Capital, 83North",2000000000,766000000,"['Cherry Ventures', ' Felix Capital', ' 83North']"
385,AppDirect,$2B,2015-10-07,E-commerce & direct-to-consumer,San Francisco,United States,North America,2009,$431M,"Mithril, iNovia Capital, Foundry Group",2000000000,431000000,"['Mithril', ' iNovia Capital', ' Foundry Group']"
386,BrewDog,$2B,2017-04-10,Consumer & retail,Aberdeen,United Kingdom,Europe,2007,$233M,"TSG Consumer Partners, Crowdcube",2000000000,233000000,"['TSG Consumer Partners', ' Crowdcube']"
387,Enflame,$2B,2021-01-05,Hardware,Shanghai,China,Asia,2018,$472M,"Tencent Holdings, Delta Capital, Redpoint Ventures China",2000000000,472000000,"['Tencent Holdings', ' Delta Capital', ' Redpoint Ventures China']"
388,Tradeshift,$2B,2018-05-30,Fintech,San Francisco,United States,North America,2009,$861M,"Notion Capital, Scentan Ventures, Kite Ventures",2000000000,861000000,"['Notion Capital', ' Scentan Ventures', ' Kite Ventures']"
389,HeartFlow,$2B,2017-12-04,Health,Redwood City,United States,North America,2007,$568M,"BlueCross BlueShield Venture Partners, US Venture Partners",2000000000,568000000,"['BlueCross BlueShield Venture Partners', ' US Venture Partners']"
390,Extend,$2B,2021-05-18,Fintech,San Francisco,United States,North America,2004,$320M,"GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures",2000000000,320000000,"['GreatPoint Ventures', ' Meritech Capital Partners', ' PayPal Ventures']"
391,Airbyte,$2B,2021-12-17,Internet software & services,San Francisco,United States,North America,2020,$181M,"Accel, Benchmark, SV Angel",2000000000,181000000,"['Accel', ' Benchmark', ' SV Angel']"
392,Andela,$2B,2021-09-29,Internet software & services,New York,United States,North America,2014,$381M,"Spark Capital, Google Ventures, CRE Venture Capital",2000000000,381000000,"['Spark Capital', ' Google Ventures', ' CRE Venture Capital']"
393,Ascend Money,$2B,2021-09-27,Fintech,Bangkok,Thailand,Asia,2013,$150M,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",2000000000,150000000,"['Ant Group', ' Charoen Pokphand Group', ' Bow Wave Capital']"
394,Athelas,$2B,2022-01-31,Health,Mountain View,United States,North America,2016,$150M,"Sequoia Capital, General Catalyst, Human Capital",2000000000,150000000,"['Sequoia Capital', ' General Catalyst', ' Human Capital']"
395,Built,$2B,2021-09-30,Internet software & services,Nashville,United States,North America,2015,$289M,"Nyca Partners, Index Ventures, Technology Crossover Ventures",2000000000,289000000,"['Nyca Partners', ' Index Ventures', ' Technology Crossover Ventures']"
396,candy.com,$2B,2021-10-21,Fintech,New York,United States,North America,2021,$100M,"Insight Partners, Softbank Group, Connect Ventures",2000000000,100000000,"['Insight Partners', ' Softbank Group', ' Connect Ventures']"
397,Cognite,$2B,2021-05-19,Data management & analytics,Lysaker,Norway,Europe,2016,$225M,"Technology Crossover Ventures, Accel, Aker",2000000000,225000000,"['Technology Crossover Ventures', ' Accel', ' Aker']"
398,CoinList,$2B,2021-10-15,Fintech,San Francisco,United States,North America,2017,$119M,"Accomplice, Polychain Capital, GoldenTree Asset Management",2000000000,119000000,"['Accomplice', ' Polychain Capital', ' GoldenTree Asset Management']"
399,Collective Health,$2B,2019-06-17,Fintech,San Francisco,United States,North America,2013,$719M,"New Enterprise Associates, Founders Fund, Google Ventures",2000000000,719000000,"['New Enterprise Associates', ' Founders Fund', ' Google Ventures']"
400,Culture Amp,$2B,2021-07-29,Internet software & services,Richmond,Australia,Oceania,2011,$257M,"Felicis Ventures, Index Ventures, Blackbird Ventures",2000000000,257000000,"['Felicis Ventures', ' Index Ventures', ' Blackbird Ventures']"
401,Devo,$2B,2021-10-26,Data management & analytics,Cambridge,United States,North America,2011,$381M,"Insight Partners, Kibo Ventures, Bessemer Venture Partners",2000000000,381000000,"['Insight Partners', ' Kibo Ventures', ' Bessemer Venture Partners']"
402,ElasticRun,$2B,2022-02-07,"Supply chain, logistics, & delivery",Pune,India,Asia,2016,$435M,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures",2000000000,435000000,"['Kalaari Capital', ' Norwest Venture Partners', ' Prosus Ventures']"
403,Gett,$2B,2016-05-24,Auto & transportation,London,United Kingdom,Europe,2010,$828M,"Volkswagen, Access Industries, Vostok New Ventures",2000000000,828000000,"['Volkswagen', ' Access Industries', ' Vostok New Ventures']"
404,ID.me,$2B,2021-03-19,Cybersecurity,McLean,United States,North America,2010,$142M,"Moonshots Capital, BoxGroup, Blu Venture Investors",2000000000,142000000,"['Moonshots Capital', ' BoxGroup', ' Blu Venture Investors']"
405,impact.com,$2B,2021-07-13,Internet software & services,Santa Barbara,United States,North America,2008,$261M,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",2000000000,261000000,"['Redpoint Ventures', ' Providence Equity Partners', ' Silversmith Capital Partners']"
406,Ledger,$2B,2021-06-10,Hardware,Paris,France,Europe,2014,$466M,"Digital Currency Group, Draper Esprit, Korelya Capital",2000000000,466000000,"['Digital Currency Group', ' Draper Esprit', ' Korelya Capital']"
407,Lusha,$2B,2021-11-10,Internet software & services,New York,United States,North America,2016,$245M,"PSG, ION Crossover Partners",2000000000,245000000,"['PSG', ' ION Crossover Partners']"
408,Matillion,$2B,2021-09-15,Data management & analytics,Altrincham,United Kingdom,Europe,2011,$310M,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",2000000000,310000000,"['Scale Venture Partners', ' Sapphire Ventures', ' Battery Ventures']"
409,MOLOCO,$2B,2021-04-29,Artificial Intelligence,Redwood City,United States,North America,2013,$192M,"Smilegate Investment, DSC Investments, KTB Ventures",2000000000,192000000,"['Smilegate Investment', ' DSC Investments', ' KTB Ventures']"
410,Mu Sigma,$2B,2013-02-07,Data management & analytics,Northbrook,United States,North America,2004,$211M,"Sequoia Capital, General Atlantic",2000000000,211000000,"['Sequoia Capital', ' General Atlantic']"
411,Next Silicon,$2B,2021-06-14,Hardware,Tel Aviv,Israel,Asia,2018,$203M,"Amiti Ventures, Playground Global, Aleph",2000000000,203000000,"['Amiti Ventures', ' Playground Global', ' Aleph']"
412,NotCo,$2B,2021-07-26,Artificial Intelligence,Santiago,Chile,South America,2015,$370M,"Kaszek Ventures, SOSV, Tiger Global Management",2000000000,370000000,"['Kaszek Ventures', ' SOSV', ' Tiger Global Management']"
413,Olist,$2B,2021-12-15,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,2015,$320M,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",2000000000,320000000,"['Redpoint e.ventures', ' Valor Capital Group', ' SoftBank Latin America Fund']"
414,Pacaso,$2B,2021-03-24,Fintech,Cincinnati,United States,North America,2020,$217M,"Global Founders Capital, Shea Ventures, Greycroft",2000000000,217000000,"['Global Founders Capital', ' Shea Ventures', ' Greycroft']"
415,Paradox,$2B,2021-12-27,Internet software & services,Scottsdale,United States,North America,2016,$253M,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",2000000000,253000000,"['Brighton Park Capital', ' Blue Cloud Ventures', ' Workday Ventures']"
416,Persona,$2B,2021-09-15,Cybersecurity,San Francisco,United States,North America,2018,$218M,"Coatue Management, Index Ventures, Founders Fund",2000000000,218000000,"['Coatue Management', ' Index Ventures', ' Founders Fund']"
417,SmartRecruiters,$2B,2021-07-20,Internet software & services,San Francisco,United States,North America,2010,$225M,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",2000000000,225000000,"['Mayfield Fund', ' Insight Partners', ' Rembrandt Venture Partners']"
418,Snapdocs,$2B,2021-05-25,Fintech,San Francisco,United States,North America,2012,$253M,"Sequoia Capital, Y Combinator, F-Prime Capital",2000000000,253000000,"['Sequoia Capital', ' Y Combinator', ' F-Prime Capital']"
419,Solugen,$2B,2021-09-10,Other,Houston,United States,North America,2016,$435M,"Fifty Years Fund, Refactor Capital, Temasek",2000000000,435000000,"['Fifty Years Fund', ' Refactor Capital', ' Temasek']"
420,StoreDot,$2B,2022-01-04,Other,Herzliya,Israel,Asia,2012,$190M,"Samsung Ventures, SingulariTeam, BP Ventures",2000000000,190000000,"['Samsung Ventures', ' SingulariTeam', ' BP Ventures']"
421,Strava,$2B,2020-11-16,Internet software & services,San Francisco,United States,North America,2009,$152M,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",2000000000,152000000,"['Jackson Square Ventures', ' Madrone Capital Partners', ' Sequoia Capital']"
422,Temporal,$2B,2022-02-16,Internet software & services,Bellevue,United States,North America,2019,$129M,"Amplify Partners, Addition, Madrona Venture Group",2000000000,129000000,"['Amplify Partners', ' Addition', ' Madrona Venture Group']"
423,TuJia,$2B,2015-06-17,Travel,Beijing,China,Asia,2011,$755M,"GGV Capital, QiMing Venture Partnersl",2000000000,755000000,"['GGV Capital', ' QiMing Venture Partnersl']"
424,Uplight,$2B,2021-03-03,Other,Boulder,United States,North America,2019,Unknown,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",2000000000,0,"['Rubicon Technology Partners', ' Max Ventures', ' Inclusive Capital Partners']"
425,Veho,$2B,2021-12-21,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,$299M,"General Catalyst, Origin Ventures, Fontinalis Partners",2000000000,299000000,"['General Catalyst', ' Origin Ventures', ' Fontinalis Partners']"
